ticket_id,purchase_date,ticket_created_at,first_response_at,resolved_at,agent_name,team,channel,priority,ticket_type,status,sla_target_hours,response_time_hours,resolution_time_hours,sla_breached,csat_score
T02688,2021-05-23 00:00:00,2022-11-22 12:04:47,2022-11-22 13:44:55,2022-11-23 17:04:39,Noah,Billing Support,Chat,High,Billing inquiry,Closed,4,1.66909064714702,28.997961371698157,No,
T02689,2021-03-23 00:00:00,2021-03-25 08:11:55,2021-03-25 18:41:38,2021-03-27 07:45:58,Emma,Billing Support,Email,Low,Billing inquiry,Closed,24,10.495308407833058,47.56764320407353,No,
T02690,2020-09-01 00:00:00,2022-02-05 16:22:25,2022-02-06 23:40:23,2022-02-13 21:28:34,Sofia,Technical Support,Social media,Low,Technical issue,Closed,24,31.299446175633214,197.10267358109672,Yes,
T02691,2020-06-22 00:00:00,2021-09-16 09:44:15,2021-09-17 08:16:01,2021-09-18 13:14:03,Emma,Billing Support,Email,Low,Refund request,Closed,24,22.529529325884962,51.49678356753018,Yes,
T02692,2021-03-09 00:00:00,2022-10-17 08:35:18,2022-10-17 14:08:06,2022-10-19 14:18:01,Mia,General Support,Phone,High,Cancellation request,Closed,4,5.546854206760145,53.71214827223193,Yes,
T02693,2021-12-15 00:00:00,2021-03-01 12:50:23,2021-03-01 14:15:21,2021-03-03 10:20:34,Jonas,Technical Support,Phone,High,Technical issue,Closed,4,1.416286069102979,45.50332767720338,No,
T02694,2020-10-19 00:00:00,2022-10-26 17:40:50,2022-10-26 22:15:31,2022-10-28 07:59:04,Mia,General Support,Chat,Medium,Cancellation request,Closed,8,4.578085031862305,38.30404987696124,No,
T02695,2020-01-17 00:00:00,2022-02-09 12:00:54,2022-02-09 14:40:14,2022-02-11 10:09:17,Noah,Billing Support,Email,High,Refund request,Closed,4,2.6555672986317607,46.13985944047349,No,
T02696,2020-04-12 00:00:00,2022-10-04 09:15:46,2022-10-05 04:41:41,2022-10-06 08:23:01,Mia,General Support,Email,Medium,Cancellation request,Closed,8,19.431965302997284,47.12107031103986,Yes,1.0
T02697,2021-01-14 00:00:00,2022-07-21 12:52:23,2022-07-21 21:40:29,2022-07-23 01:34:10,Mia,General Support,Chat,Medium,Product inquiry,Closed,8,8.801854547137172,36.696490548769326,Yes,
T02698,2020-02-05 00:00:00,2021-09-11 16:32:59,2021-09-11 17:57:19,2021-09-12 19:03:51,Lukas,General Support,Social media,Critical,Product inquiry,Closed,2,1.4056130193435394,26.514618432591877,No,
T02699,2021-02-08 00:00:00,2021-08-12 17:16:26,2021-08-13 18:31:17,2021-08-14 12:41:30,Mia,General Support,Phone,Low,Product inquiry,Closed,24,25.247756620237972,43.4180220695704,Yes,1.5407029751998917
T02700,2020-06-16 00:00:00,2021-08-07 10:09:30,2021-08-08 07:04:30,2021-08-13 02:46:49,Jonas,Technical Support,Phone,Low,Technical issue,Closed,24,20.916836957309297,136.62212908544072,No,
T02701,2021-07-22 00:00:00,2022-05-17 15:09:53,2022-05-17 19:52:33,2022-05-23 03:22:32,Jonas,Technical Support,Social media,Critical,Technical issue,Closed,2,4.711327868449246,132.2108436561196,Yes,1.0
T02702,2020-07-20 00:00:00,2022-06-22 08:10:58,2022-06-22 12:09:18,,Mia,General Support,Chat,Critical,Product inquiry,Pending Customer Response,2,3.97236365456324,66.91244762343365,Yes,1.8957272590775698
T02703,2020-07-01 00:00:00,2022-06-30 15:01:09,2022-06-30 17:32:38,2022-07-02 13:59:35,Anna,General Support,Phone,Critical,Product inquiry,Closed,2,2.5248913151873187,46.973891259679675,Yes,3.8786891038125177
T02704,2021-10-03 00:00:00,2021-12-06 17:51:22,2021-12-06 20:40:08,2021-12-07 22:28:22,Emma,Billing Support,Social media,High,Billing inquiry,Closed,4,2.8130438782961544,28.61673594092921,No,
T02705,2020-10-28 00:00:00,2022-05-01 09:49:23,2022-05-02 16:44:18,2022-05-03 03:10:52,Lukas,General Support,Phone,Low,Cancellation request,Closed,24,30.915469643780288,41.35815324278384,Yes,3.0025269780927633
T02706,2021-01-06 00:00:00,2022-12-06 10:56:04,2022-12-06 15:47:25,2022-12-10 10:57:32,Mia,General Support,Chat,Critical,Product inquiry,Closed,2,4.8559395438351185,96.02460132836855,Yes,
T02707,2020-11-19 00:00:00,2022-02-11 09:25:17,2022-02-12 03:05:51,2022-02-13 12:06:21,Lukas,General Support,Email,Medium,Cancellation request,Closed,8,17.67624174703135,50.68445127589337,Yes,
T02708,2020-01-22 00:00:00,2022-10-20 17:53:54,2022-10-20 21:32:48,2022-10-21 08:45:58,Emma,Billing Support,Chat,Critical,Billing inquiry,Closed,2,3.64853753254171,14.867855839903404,Yes,
T02709,2021-07-17 00:00:00,2022-04-20 18:06:25,2022-04-22 10:48:19,,Mia,General Support,Phone,Low,Product inquiry,Open,24,40.698407896912066,22.659633938391984,Yes,
T02710,2020-12-08 00:00:00,2022-12-19 08:31:11,2022-12-19 12:13:03,2022-12-20 07:27:46,Mia,General Support,Social media,Critical,Cancellation request,Closed,2,3.697825348786482,22.943151742427297,Yes,
T02711,2021-10-15 00:00:00,2022-01-09 11:24:44,2022-01-09 12:56:03,2022-01-15 12:09:18,Jonas,Technical Support,Chat,High,Technical issue,Closed,4,1.5219511488986208,144.74291900293048,No,
T02712,2020-04-16 00:00:00,2021-10-31 08:34:35,2021-10-31 16:15:01,2021-11-01 14:04:22,Emma,Billing Support,Chat,Medium,Billing inquiry,Closed,8,7.674087135186045,29.49659199159661,Yes,2.376924760681626
T02713,2020-02-04 00:00:00,2022-08-15 18:35:16,2022-08-17 05:56:05,2022-08-17 23:18:01,Emma,Billing Support,Phone,Low,Refund request,Closed,24,35.347043982773656,52.71273147962576,Yes,
T02714,2021-08-14 00:00:00,2022-10-16 15:19:30,2022-10-17 03:32:47,2022-10-19 17:09:35,Anna,General Support,Email,Medium,Product inquiry,Closed,8,12.221504015544424,73.83475797146336,Yes,
T02715,2020-02-12 00:00:00,2022-09-16 16:13:28,2022-09-17 15:35:36,2022-09-22 10:54:27,Sofia,Technical Support,Social media,Medium,Technical issue,Closed,8,23.368920132188794,138.68322833979445,Yes,
T02716,2020-08-01 00:00:00,2021-11-29 18:42:16,2021-12-01 05:55:27,2021-12-04 07:31:10,Daniel,Technical Support,Email,Low,Technical issue,Closed,24,35.21974611237862,108.81521318773257,Yes,2.3164171266675737
T02717,2021-10-27 00:00:00,2021-12-13 08:42:53,2021-12-13 17:11:54,2021-12-14 05:55:50,Anna,General Support,Email,High,Product inquiry,Closed,4,8.483780590968784,21.215833882935122,Yes,
T02718,2021-07-23 00:00:00,2022-09-23 08:53:33,2022-09-23 13:57:55,2022-09-24 10:21:03,Anna,General Support,Social media,Critical,Cancellation request,Closed,2,5.072947395611127,25.45852559335333,Yes,3.704407877743046
T02719,2020-12-18 00:00:00,2022-05-03 09:38:19,2022-05-04 03:02:09,2022-05-04 19:40:35,Emma,Billing Support,Email,Medium,Refund request,Closed,8,17.39749720114873,34.038033275512085,Yes,
T02720,2020-04-02 00:00:00,2021-12-09 16:47:44,2021-12-11 00:44:01,2021-12-12 03:20:00,Emma,Billing Support,Email,Low,Billing inquiry,Closed,24,31.938147009171328,58.537834670832574,Yes,
T02721,2021-02-11 00:00:00,2021-05-23 16:13:07,2021-05-24 19:13:27,2021-05-25 23:24:27,Mia,General Support,Email,Low,Product inquiry,Closed,24,27.00573673961716,55.1889962882877,Yes,
T02722,2020-01-18 00:00:00,2022-06-20 09:51:35,2022-06-20 14:19:07,2022-06-24 14:10:45,Lukas,General Support,Phone,Medium,Product inquiry,Closed,8,4.458987953446071,100.31970323217264,No,
T02723,2020-02-05 00:00:00,2022-11-22 10:58:44,2022-11-22 21:53:20,2022-11-25 20:18:24,Emma,Billing Support,Phone,Low,Billing inquiry,Closed,24,10.910269599932743,81.3278958496758,No,
T02724,2021-07-11 00:00:00,2022-08-09 16:46:37,2022-08-10 01:56:21,2022-08-13 19:24:31,Jonas,Technical Support,Social media,Medium,Technical issue,Closed,8,9.16228044458286,98.63182480456408,Yes,
T02725,2020-09-12 00:00:00,2022-09-22 09:26:55,2022-09-22 14:24:00,2022-09-25 17:17:21,Emma,Billing Support,Phone,High,Billing inquiry,Closed,4,4.951439396147986,79.8406087512219,Yes,
T02726,2020-12-10 00:00:00,2022-07-25 08:13:27,2022-07-26 01:24:06,2022-08-02 17:41:09,Daniel,Technical Support,Chat,Medium,Technical issue,Closed,8,17.17775646561635,201.46170987423758,Yes,
T02727,2021-12-27 00:00:00,2022-12-27 13:15:39,2022-12-28 02:02:38,2022-12-29 18:20:49,Anna,General Support,Phone,Medium,Product inquiry,Closed,8,12.783107859148465,53.08628005802881,Yes,2.5086619050697516
T02728,2021-10-28 00:00:00,2022-08-28 13:10:39,2022-08-28 20:15:37,2022-08-31 02:09:07,Noah,Billing Support,Phone,Low,Billing inquiry,Closed,24,7.0829353813969815,60.97467575398748,No,
T02729,2020-08-26 00:00:00,2021-11-17 15:30:32,2021-11-17 18:06:11,2021-11-20 17:18:18,Lukas,General Support,Chat,High,Product inquiry,Closed,4,2.5944376563056535,73.79638217145437,No,2.3413694762640103
T02730,2021-01-09 00:00:00,2022-12-28 14:34:30,2022-12-29 02:36:42,,Noah,Billing Support,Email,Low,Billing inquiry,Pending Customer Response,24,12.03679923534658,28.837453162454864,No,1.5064927513022635
T02731,2020-11-27 00:00:00,2021-05-03 12:45:41,2021-05-03 15:11:17,2021-05-04 09:35:20,Mia,General Support,Phone,Critical,Cancellation request,Closed,2,2.4267022899392137,20.827598628805823,Yes,
T02732,2020-06-17 00:00:00,2022-09-01 18:26:15,2022-09-01 22:27:20,2022-09-02 06:01:44,Noah,Billing Support,Phone,Medium,Refund request,Closed,8,4.0181654489420655,11.591579687403451,No,
T02733,2020-11-11 00:00:00,2022-01-15 16:40:11,2022-01-15 17:09:55,2022-01-16 11:32:55,Noah,Billing Support,Social media,Critical,Refund request,Closed,2,0.49561233382896663,18.878947093413455,No,
T02734,2020-05-20 00:00:00,2022-08-24 18:46:26,2022-08-24 23:19:05,2022-08-27 10:11:00,Noah,Billing Support,Chat,High,Billing inquiry,Closed,4,4.544370432144261,63.40956369980721,Yes,1.0
T02735,2020-06-07 00:00:00,2021-11-12 18:31:35,2021-11-12 20:31:54,2021-11-14 08:38:33,Lukas,General Support,Phone,High,Cancellation request,Closed,4,2.0054258641537985,38.11627705128572,No,
T02736,2020-06-19 00:00:00,2022-06-23 15:22:49,2022-06-25 02:34:30,2022-06-26 23:55:03,Anna,General Support,Chat,Low,Product inquiry,Closed,24,35.19491505176413,80.53725279590769,Yes,
T02737,2020-01-21 00:00:00,2022-04-28 11:05:52,2022-05-01 03:41:15,,Lukas,General Support,Email,Low,Product inquiry,Pending Customer Response,24,64.5898310562031,40.44393154492737,Yes,1.008587379162585
T02738,2020-09-27 00:00:00,2021-07-20 10:27:02,2021-07-20 13:18:58,,Sofia,Technical Support,Social media,Critical,Technical issue,Pending Customer Response,2,2.865636163394557,109.93166585960019,Yes,
T02739,2020-07-11 00:00:00,2021-08-24 13:09:09,2021-08-25 15:59:03,2021-08-26 15:47:54,Lukas,General Support,Chat,Low,Cancellation request,Closed,24,26.8316883130905,17.812929065713142,Yes,4.5163776096087815
T02740,2020-12-08 00:00:00,2022-10-20 12:15:06,2022-10-21 07:02:32,2022-10-23 05:58:01,Noah,Billing Support,Email,Medium,Billing inquiry,Closed,8,18.790592314105826,65.71541853235328,Yes,1.0
T02741,2021-08-19 00:00:00,2022-09-13 14:18:59,2022-09-13 18:48:09,2022-09-15 12:41:08,Emma,Billing Support,Phone,High,Billing inquiry,Closed,4,4.48629983112539,46.36921056554412,Yes,
T02742,2021-02-26 00:00:00,2022-10-31 15:38:34,2022-10-31 19:22:07,2022-11-03 05:52:52,Emma,Billing Support,Phone,Critical,Refund request,Closed,2,3.7258860277435994,62.23859196576285,Yes,1.0
T02743,2020-07-30 00:00:00,2022-10-19 18:05:07,2022-10-19 22:18:58,2022-10-21 21:19:32,Lukas,General Support,Phone,Critical,Product inquiry,Closed,2,4.231003176122309,51.24030267277371,Yes,
T02744,2021-08-29 00:00:00,2021-02-12 14:12:02,2021-02-13 04:50:55,2021-02-17 16:49:42,Daniel,Technical Support,Chat,Low,Technical issue,Closed,24,14.648101142089493,122.62784682062626,No,
T02745,2020-01-28 00:00:00,2022-12-14 08:20:38,2022-12-14 17:39:28,2022-12-17 06:45:11,Emma,Billing Support,Email,Medium,Billing inquiry,Closed,8,9.314090813416042,70.40919590870305,Yes,
T02746,2020-07-26 00:00:00,2022-05-01 11:00:29,2022-05-01 12:25:58,2022-05-03 16:46:21,Anna,General Support,Phone,Critical,Product inquiry,Closed,2,1.4247969836216288,53.764455109062354,No,
T02747,2020-07-27 00:00:00,2021-09-13 09:23:36,2021-09-13 16:55:50,2021-09-13 23:29:48,Noah,Billing Support,Chat,Medium,Billing inquiry,Closed,8,7.537413034621627,14.103536971943125,Yes,
T02748,2021-04-14 00:00:00,2022-09-02 16:43:19,2022-09-05 04:54:52,2022-09-06 00:38:53,Lukas,General Support,Social media,Low,Cancellation request,Closed,24,60.192516155404505,8.516180534959704,Yes,
T02749,2020-08-10 00:00:00,2021-11-19 09:34:03,2021-11-19 15:18:18,2021-11-21 07:05:23,Mia,General Support,Email,High,Product inquiry,Closed,4,5.737532943878541,45.52224362254844,Yes,
T02750,2021-10-26 00:00:00,2021-02-11 11:53:03,2021-02-11 21:57:31,2021-02-13 11:40:26,Daniel,Technical Support,Chat,Low,Technical issue,Closed,24,10.074670050315818,47.789853873999945,No,
T02751,2021-03-20 00:00:00,2022-07-04 10:13:50,2022-07-04 13:23:12,2022-07-05 04:12:49,Noah,Billing Support,Chat,Critical,Refund request,Closed,2,3.156335826289592,17.983226889423356,Yes,
T02752,2020-02-21 00:00:00,2021-07-13 11:32:22,2021-07-14 13:07:56,2021-07-15 07:49:50,Anna,General Support,Chat,Low,Product inquiry,Closed,24,25.593039522676204,44.29117921899388,Yes,3.6028906673760472
T02753,2020-11-20 00:00:00,2022-03-16 13:45:28,2022-03-16 21:38:25,2022-03-19 17:33:17,Lukas,General Support,Email,Medium,Product inquiry,Closed,8,7.882705498020466,75.79721736638822,Yes,1.0
T02754,2020-04-28 00:00:00,2022-02-16 13:34:17,2022-02-18 18:04:05,,Mia,General Support,Email,Low,Cancellation request,Pending Customer Response,24,52.496890154001804,46.0365051870444,Yes,1.0
T02755,2020-01-27 00:00:00,2021-01-09 14:10:21,2021-01-09 14:38:11,2021-01-10 11:55:28,Emma,Billing Support,Social media,Critical,Refund request,Closed,2,0.4641398453536251,21.751978460751296,No,1.0
T02756,2020-04-15 00:00:00,2022-12-15 12:12:26,2022-12-15 18:24:33,,Emma,Billing Support,Phone,High,Billing inquiry,Pending Customer Response,4,6.201952596857734,55.31662864012601,Yes,3.5334307128999276
T02757,2020-10-05 00:00:00,2022-10-24 10:08:13,2022-10-24 12:31:03,2022-10-27 06:38:57,Mia,General Support,Chat,Critical,Product inquiry,Closed,2,2.380556387239184,68.51246064979736,Yes,
T02758,2020-05-08 00:00:00,2022-05-04 12:45:21,2022-05-04 14:56:10,2022-05-07 21:32:53,Anna,General Support,Chat,Critical,Product inquiry,Closed,2,2.1802823596439858,80.79231180173319,Yes,
T02759,2020-03-14 00:00:00,2021-09-05 13:06:56,2021-09-06 00:18:04,2021-09-07 09:17:53,Anna,General Support,Email,Medium,Cancellation request,Closed,8,11.185610769840165,44.182550483625775,Yes,
T02760,2020-09-26 00:00:00,2022-03-11 10:22:22,2022-03-11 21:05:20,2022-03-13 21:46:26,Anna,General Support,Email,Medium,Product inquiry,Closed,8,10.716288131676684,59.40118629883605,Yes,1.0
T02761,2020-05-02 00:00:00,2021-03-20 18:26:13,2021-03-20 21:42:59,2021-03-22 02:53:08,Mia,General Support,Chat,High,Cancellation request,Closed,4,3.279635999251901,32.448731282318164,No,
T02762,2020-05-02 00:00:00,2021-02-04 17:48:49,2021-02-04 19:48:21,2021-02-05 22:59:47,Emma,Billing Support,Email,Critical,Billing inquiry,Closed,2,1.9923522668967202,29.18279796771588,Yes,
T02763,2021-02-19 00:00:00,2021-09-30 14:25:34,2021-10-01 01:29:23,2021-10-04 23:45:55,Daniel,Technical Support,Email,High,Technical issue,Closed,4,11.06383863291637,105.33938109316533,Yes,2.4401763571926995
T02764,2020-06-11 00:00:00,2021-11-28 08:05:56,2021-11-28 09:20:21,2021-11-28 17:56:26,Emma,Billing Support,Phone,Critical,Refund request,Closed,2,1.2403263826916204,9.841853861019601,No,
T02765,2021-06-26 00:00:00,2022-07-04 16:59:32,2022-07-07 10:10:56,,Sofia,Technical Support,Email,Low,Technical issue,Pending Customer Response,24,65.19010443186123,91.14561484182848,Yes,
T02766,2020-11-10 00:00:00,2022-12-15 10:50:14,2022-12-17 19:01:37,2022-12-19 18:13:40,Lukas,General Support,Chat,Low,Product inquiry,Closed,24,56.189855028139895,103.39073663460013,Yes,
T02767,2020-10-20 00:00:00,2022-06-01 09:34:16,2022-06-01 15:44:27,2022-06-05 04:35:46,Mia,General Support,Phone,High,Product inquiry,Closed,4,6.169943944267412,91.02520040256844,Yes,3.938795711801676
T02768,2021-11-05 00:00:00,2021-03-25 16:00:57,2021-03-26 06:09:34,2021-03-27 00:35:40,Lukas,General Support,Social media,Medium,Product inquiry,Closed,8,14.143839684038717,32.57868367682215,Yes,
T02769,2020-03-19 00:00:00,2022-12-22 18:57:59,2022-12-23 14:05:06,,Mia,General Support,Email,Medium,Product inquiry,Open,8,19.118876227582838,127.64984917314725,Yes,
T02770,2021-12-29 00:00:00,2022-07-03 11:22:48,2022-07-03 15:23:56,2022-07-06 10:15:39,Jonas,Technical Support,Social media,Critical,Technical issue,Closed,2,4.018903152500619,70.88101124586656,Yes,
T02771,2020-10-09 00:00:00,2021-08-17 12:59:47,2021-08-17 15:27:33,2021-08-19 10:37:46,Noah,Billing Support,Social media,Critical,Billing inquiry,Closed,2,2.4629866764847588,45.63323405749379,Yes,2.5307867926858263
T02772,2020-06-26 00:00:00,2022-08-12 11:07:48,2022-08-12 23:55:41,2022-08-20 22:23:23,Daniel,Technical Support,Social media,Medium,Technical issue,Closed,8,12.798241143651579,203.25986437903472,Yes,
T02773,2021-01-25 00:00:00,2022-04-27 15:57:12,2022-04-27 20:02:52,2022-05-03 15:02:55,Daniel,Technical Support,Phone,Critical,Technical issue,Closed,2,4.094714321227749,143.09550449302435,Yes,4.0102278536186455
T02774,2021-04-18 00:00:00,2022-07-23 17:11:06,2022-07-24 18:15:57,,Lukas,General Support,Social media,Low,Product inquiry,Open,24,25.08088720152862,37.20303004724624,Yes,1.8312030095232257
T02775,2021-07-26 00:00:00,2022-06-23 15:47:18,2022-06-24 04:31:38,2022-06-28 13:20:44,Jonas,Technical Support,Social media,High,Technical issue,Closed,4,12.739022830015521,117.55746320571942,Yes,
T02776,2021-03-25 00:00:00,2021-02-01 17:17:59,2021-02-02 09:54:42,2021-02-04 02:32:14,Emma,Billing Support,Social media,Low,Refund request,Closed,24,16.611974445793997,57.23774887804908,No,
T02777,2021-01-30 00:00:00,2022-04-08 15:58:09,2022-04-09 17:34:25,2022-04-09 20:11:05,Jonas,Technical Support,Phone,Low,Technical issue,Closed,24,25.604602101730553,28.215716472696194,Yes,
T02778,2021-03-11 00:00:00,2022-01-01 10:10:26,2022-01-01 17:08:52,2022-01-05 03:42:26,Jonas,Technical Support,Social media,Critical,Technical issue,Closed,2,6.973906579026169,89.5335556150832,Yes,
T02779,2021-02-13 00:00:00,2021-05-10 12:55:17,2021-05-11 20:00:31,2021-05-16 01:04:16,Jonas,Technical Support,Phone,Low,Technical issue,Closed,24,31.087350282173354,132.14994473832178,Yes,
T02780,2020-06-06 00:00:00,2021-07-15 09:14:24,2021-07-15 20:49:57,2021-07-16 03:16:27,Lukas,General Support,Chat,Medium,Cancellation request,Closed,8,11.592555946796073,18.034394126035092,Yes,2.5989746177756405
T02781,2021-03-12 00:00:00,2021-03-13 17:59:48,2021-03-13 20:33:46,2021-03-14 20:09:29,Noah,Billing Support,Chat,High,Refund request,Closed,4,2.5662928360204393,26.161595736537326,No,4.853235685908268
T02782,2021-10-26 00:00:00,2022-01-02 09:40:29,2022-01-02 19:09:45,2022-01-04 09:16:02,Mia,General Support,Email,Medium,Product inquiry,Closed,8,9.487862929393554,47.592709791817164,Yes,
T02783,2020-05-11 00:00:00,2022-11-20 18:08:47,2022-11-21 01:56:19,2022-11-22 15:36:40,Emma,Billing Support,Chat,Medium,Billing inquiry,Closed,8,7.792293813830809,45.4649302661888,Yes,
T02784,2021-11-12 00:00:00,2021-06-29 08:26:05,2021-06-29 10:41:01,2021-06-30 01:18:34,Anna,General Support,Social media,High,Product inquiry,Closed,4,2.2490331501835166,16.874733500656017,No,4.631948320960589
T02785,2020-03-19 00:00:00,2021-03-18 12:18:14,2021-03-18 14:38:00,2021-03-19 05:02:06,Mia,General Support,Chat,High,Cancellation request,Closed,4,2.3295212417004736,16.731248146373357,No,
T02786,2021-07-22 00:00:00,2021-01-27 15:01:39,2021-01-27 16:20:02,2021-01-28 16:31:59,Noah,Billing Support,Phone,Critical,Billing inquiry,Closed,2,1.3065525784440515,25.505752442217076,No,
T02787,2020-02-26 00:00:00,2021-12-30 18:26:17,2021-12-30 20:27:57,2022-01-02 02:58:49,Mia,General Support,Phone,Critical,Product inquiry,Closed,2,2.027921977460725,56.542392611523944,Yes,
T02788,2020-03-13 00:00:00,2022-09-17 10:02:30,2022-09-17 15:00:38,2022-09-20 16:39:43,Anna,General Support,Email,Critical,Product inquiry,Closed,2,4.969139427856209,78.62039727045234,Yes,1.0
T02789,2021-03-19 00:00:00,2021-09-13 14:12:56,2021-09-13 22:20:34,2021-09-13 23:17:12,Lukas,General Support,Phone,Medium,Cancellation request,Closed,8,8.127472889882206,9.071302720474103,Yes,
T02790,2021-11-08 00:00:00,2021-07-09 11:20:06,2021-07-09 13:50:03,2021-07-10 23:29:16,Noah,Billing Support,Email,Critical,Billing inquiry,Closed,2,2.4993076655096385,36.15288833138993,Yes,
T02791,2020-11-04 00:00:00,2022-11-03 18:00:29,2022-11-04 06:01:25,2022-11-07 12:10:25,Noah,Billing Support,Phone,Medium,Billing inquiry,Closed,8,12.015672171443896,90.16564458982855,Yes,
T02792,2021-03-19 00:00:00,2021-08-22 18:49:31,2021-08-23 06:37:53,2021-08-23 15:53:32,Noah,Billing Support,Social media,Medium,Billing inquiry,Closed,8,11.806376935836822,21.067151049994102,Yes,
T02793,2020-10-03 00:00:00,2021-01-28 14:59:53,2021-01-28 16:41:50,,Lukas,General Support,Chat,Critical,Product inquiry,Pending Customer Response,2,1.6992971085852224,37.85276628202635,No,
T02794,2020-02-05 00:00:00,2022-12-14 10:04:55,2022-12-16 04:06:46,2022-12-18 08:54:03,Mia,General Support,Chat,Low,Product inquiry,Closed,24,42.03104152672728,94.8190557442995,Yes,
T02795,2021-01-14 00:00:00,2022-09-30 08:06:29,2022-09-30 12:42:40,2022-10-01 01:53:07,Anna,General Support,Chat,Medium,Cancellation request,Closed,8,4.603272065849261,17.777431690456403,No,
T02796,2020-10-24 00:00:00,2022-10-10 18:13:12,2022-10-10 21:51:44,2022-10-16 00:58:12,Jonas,Technical Support,Social media,High,Technical issue,Closed,4,3.6424165906332626,126.75021951938002,Yes,3.6686473674002973
T02797,2021-06-29 00:00:00,2021-02-15 14:55:58,2021-02-15 21:44:41,2021-02-16 10:46:55,Noah,Billing Support,Phone,Medium,Billing inquiry,Closed,8,6.812013498860982,19.84917417059164,No,
T02798,2021-06-13 00:00:00,2021-10-14 10:56:21,2021-10-15 15:05:35,2021-10-15 20:57:03,Anna,General Support,Chat,Low,Product inquiry,Closed,24,28.154064937652926,34.01171409396063,Yes,
T02799,2020-02-09 00:00:00,2022-10-25 16:54:18,2022-10-25 23:00:59,2022-10-26 07:35:49,Lukas,General Support,Email,High,Cancellation request,Closed,4,6.111622345832771,14.692052282101814,Yes,
T02800,2021-09-17 00:00:00,2022-02-18 13:40:55,2022-02-18 23:28:35,2022-02-19 12:10:36,Noah,Billing Support,Phone,Low,Billing inquiry,Closed,24,9.79450523649031,22.494772847923002,No,
T02801,2021-11-20 00:00:00,2022-05-17 18:38:13,2022-05-18 05:31:03,2022-05-21 08:44:45,Emma,Billing Support,Chat,Low,Billing inquiry,Closed,24,10.88056186792819,86.10914389607828,No,2.9688670224550773
T02802,2020-01-08 00:00:00,2022-09-08 12:54:27,2022-09-08 18:29:03,2022-09-10 14:05:21,Lukas,General Support,Email,Critical,Cancellation request,Closed,2,5.57679630420052,49.18169872224845,Yes,3.734911990878086
T02803,2020-05-05 00:00:00,2021-07-18 15:31:46,2021-07-20 12:08:57,,Mia,General Support,Email,Low,Cancellation request,Pending Customer Response,24,44.619839640686266,7.198516110719108,Yes,
T02804,2020-09-01 00:00:00,2021-06-16 13:03:17,2021-06-16 23:26:05,2021-06-18 04:57:30,Anna,General Support,Chat,Medium,Cancellation request,Closed,8,10.380125711693452,39.90377073320576,Yes,3.658287504621273
T02805,2020-08-18 00:00:00,2022-08-26 16:15:23,2022-08-26 23:52:42,2022-08-27 14:16:14,Anna,General Support,Phone,High,Cancellation request,Closed,4,7.622190486980984,7.010918156319982,Yes,
T02806,2021-01-28 00:00:00,2021-12-29 08:49:45,2021-12-29 15:24:33,2021-12-31 16:58:11,Anna,General Support,Social media,High,Product inquiry,Closed,4,6.580015643252123,56.1407502480944,Yes,
T02807,2020-07-25 00:00:00,2021-01-04 17:14:42,2021-01-04 23:42:30,2021-01-07 16:11:15,Lukas,General Support,Phone,Low,Product inquiry,Closed,24,6.463544404730089,70.94273017508519,No,
T02808,2021-03-30 00:00:00,2022-10-25 13:31:13,2022-10-25 19:08:52,2022-10-26 14:01:02,Sofia,Technical Support,Email,Critical,Technical issue,Closed,2,5.627712915129456,24.49699149933367,Yes,3.638201927647936
T02809,2021-04-21 00:00:00,2022-10-30 18:25:33,2022-10-30 20:30:15,2022-11-03 17:47:34,Jonas,Technical Support,Email,Critical,Technical issue,Closed,2,2.078400732586573,95.36703800292847,Yes,3.6274988553334797
T02810,2021-09-10 00:00:00,2021-06-05 11:12:34,2021-06-07 10:43:37,2021-06-08 18:43:59,Lukas,General Support,Social media,Low,Product inquiry,Closed,24,47.517650408387375,79.523724260713,Yes,2.6810676061136096
T02811,2020-09-27 00:00:00,2022-01-03 13:41:07,2022-01-03 14:18:08,2022-01-05 01:46:02,Mia,General Support,Social media,Critical,Cancellation request,Closed,2,0.6172042657921532,36.082109031283174,No,2.244868185544802
T02812,2020-11-29 00:00:00,2022-03-28 15:07:21,2022-03-28 20:46:24,2022-04-01 04:54:43,Daniel,Technical Support,Social media,Critical,Technical issue,Closed,2,5.650857356890026,85.78949732644557,Yes,2.071995358685503
T02813,2021-05-21 00:00:00,2021-02-11 17:32:52,2021-02-12 15:40:40,2021-02-13 22:52:05,Emma,Billing Support,Email,Low,Refund request,Closed,24,22.13004016569522,53.32039364436589,No,
T02814,2020-09-05 00:00:00,2022-08-26 13:03:49,2022-08-28 02:41:22,2022-08-28 08:53:36,Noah,Billing Support,Email,Low,Refund request,Closed,24,37.62606973999988,35.01457731758592,Yes,
T02815,2021-03-22 00:00:00,2022-12-08 15:09:18,2022-12-09 02:27:33,,Lukas,General Support,Chat,Medium,Product inquiry,Pending Customer Response,8,11.304375515933025,34.68116495108711,Yes,
T02816,2020-07-23 00:00:00,2021-01-20 17:01:57,2021-01-20 19:00:49,2021-01-22 10:03:41,Emma,Billing Support,Chat,High,Billing inquiry,Closed,4,1.9811191246283584,41.028976424868226,No,1.0
